ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_AREARESIDE;ESTU_ESTADOCIVIL;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;INST_ORIGEN;ESTU_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;PUNT_GLOBAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES
CC;COLOMBIA;F;22/01/1997;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;Si;No realiza ninguna prueba de preparacion;9;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Pensionado;Estrato 2;Si;No;No sabe;Pensionado;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;160;3;67;193;3;91;173;3;80;200;B2;91;190;4;98;183;3;2
CC;COLOMBIA;M;26/01/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;10;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;155;3;61;194;3;91;155;2;63;172;B1;70;124;2;28;160;2;2
CC;COLOMBIA;F;6/12/1996;Cabecera Municipal;Union libre;No paga matricula;No;No;Si;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;115;1;19;154;2;53;152;2;60;133;A2;23;131;2;41;137;1;2
CC;COLOMBIA;F;15/01/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;11;Primaria completa;Primaria completa;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;133;2;37;174;3;75;190;3;92;121;A2;10;161;3;73;156;1;2
CC;COLOMBIA;F;29/04/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Primaria completa;Primaria completa;Otra actividad u ocupaci贸n;Empleado de nivel tecnico o profesional;Estrato 1;Si;Si;No sabe;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;97;1;7;86;1;2;107;1;16;141;A2;34;99;1;9;106;2;2
CC;COLOMBIA;F;1/03/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;9;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA VETERINARIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;158;3;65;127;2;24;137;2;44;168;B1;65;144;2;50;147;2;2
CC;COLOMBIA;F;4/02/1997;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;9;Primaria completa;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;155;3;61;176;3;77;151;2;59;166;B1;63;162;3;74;162;2;2
CC;COLOMBIA;M;28/04/1998;Area Rural;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;8;No sabe;T茅cnica o tecnol贸gica completa;Profesional independiente;Empleado de nivel tecnico o profesional;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;150;2;55;167;3;68;136;2;43;170;B1;68;162;3;73;157;2;2
CC;COLOMBIA;F;27/02/1993;Cabecera Municipal;Soltero;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;11;Primaria incompleta;Primaria incompleta;Profesional independiente;Profesional Independiente;Estrato 1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;109;1;14;153;2;52;122;1;29;125;A2;14;148;2;54;131;1;2
CC;COLOMBIA;F;19/08/1995;Cabecera Municipal;Casado;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es agricultor, pesquero o jornalero;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;172;3;79;204;4;96;163;3;71;178;B1;76;132;2;43;170;2;2
CC;COLOMBIA;M;4/12/1996;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);No aplica;0;UNIVERSIDAD DE NARI袿-PASTO;COMERCIO INTERNACIONAL;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;182;3;86;169;3;70;169;3;76;154;A2;49;146;2;52;164;2;2
CC;COLOMBIA;F;17/04/1999;Area Rural;Soltero;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;9;Primaria completa;T茅cnica o tecnol贸gica completa;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;194;3;93;182;3;82;181;3;86;163;A2;59;148;2;54;174;2;2
CC;COLOMBIA;F;6/09/1996;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Hogar;Estrato 2;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;COMERCIO INTERNACIONAL;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;163;3;70;171;3;72;141;2;48;116;A1;8;176;3;92;153;2;2
CC;COLOMBIA;M;17/07/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;9;Educacion profesional completa;Secundaria (Bachillerato) completa;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;174;3;80;147;2;45;122;1;28;192;B1;87;117;2;17;150;3;2
CC;COLOMBIA;M;16/06/1999;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ZOOTECNIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;161;3;68;160;3;59;157;3;65;137;A2;28;154;3;63;154;2;2
CC;COLOMBIA;F;24/07/2000;Cabecera Municipal;Soltero;No paga matricula;Si;Si;No;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci贸n;Profesional Independiente;Estrato 1;No;;Es agricultor, pesquero o jornalero;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AMBIENTAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;188;3;90;179;3;80;129;2;36;142;A2;34;153;3;62;158;2;2
CC;COLOMBIA;M;18/07/1996;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;9;Educacion profesional completa;Educacion profesional completa;Pensionado;Otra actividad u ocupacion;Estrato 1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;123;1;27;141;2;39;125;2;31;148;A2;42;146;2;52;137;3;2
CC;COLOMBIA;F;10/07/2000;Area Rural;Soltero;Menos de 500 mil;Si;No;No;Si;No realiza ninguna prueba de preparacion;9;Ninguno;Primaria completa;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROINDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;179;3;84;186;3;86;155;2;63;173;B1;71;154;3;62;169;2;2
CC;COLOMBIA;F;25/04/1994;Area Rural;Soltero;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;10;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;UNIVERSIDAD DE NARI袿-PASTO;ECONOM緼;TUQUERRES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;162;3;69;158;3;57;183;3;87;151;A2;45;167;3;81;164;2;2
CC;COLOMBIA;M;29/07/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;9;Educaci贸n profesional incompleta;Primaria completa;Otra actividad u ocupacion;Hogar;Estrato 3;Si;Si;Es agricultor, pesquero o jornalero;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;207;4;98;178;3;79;190;3;92;195;B1;88;158;3;68;186;2;2
CC;COLOMBIA;M;29/04/1986;Cabecera Municipal;Soltero;Entre 500 mil y menos de 1 mill贸n;No;No;Si;No;Repasa por cuenta propia;11;Educacion profesional completa;Educacion profesional completa;Empleado de nivel auxiliar o administrativo;Empleado de nivel auxiliar o administrativo;Estrato 2;Si;Si;No sabe;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;198;3;95;181;3;82;182;3;86;191;B1;86;173;3;90;185;4;2
CC;COLOMBIA;M;11/10/1999;Area Rural;Soltero;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;8;Educacion profesional completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN ESPA脩OL E INGLES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;151;2;57;182;3;83;155;2;63;180;B1;78;161;3;72;166;3;2
CC;COLOMBIA;M;16/11/1986;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;10;Secundaria (Bachillerato) completa;Ninguno;Empresario;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;147;2;52;129;2;26;138;2;45;115;A1;7;122;2;25;130;2;2
CC;COLOMBIA;F;5/10/1998;Area Rural;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;9;;;Trabajador por cuenta propia;Hogar;;;;;;;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;171;3;78;177;3;78;145;2;52;185;B1;82;0;;1;136;;2
CC;COLOMBIA;F;23/07/1998;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;11;Secundaria (Bachillerato) completa;T茅cnica o tecnol贸gica completa;Empleado obrero u operario;Empleado de nivel auxiliar o administrativo;Estrato 3;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;184;3;87;203;4;96;197;3;95;180;B1;78;133;2;43;179;2;2
CC;COLOMBIA;M;10/02/1999;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Empleado de nivel auxiliar o administrativo;Empleado de nivel tecnico o profesional;Estrato 1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;134;2;38;153;2;52;143;2;50;131;A2;20;0;;1;112;2;2
CC;COLOMBIA;F;3/09/1982;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;11;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Pensionado;Hogar;Estrato 2;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;109;1;15;157;2;56;130;2;37;123;A2;11;107;1;11;125;2;2
CC;COLOMBIA;F;21/11/1998;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROINDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;165;3;72;165;3;66;167;3;74;147;A2;40;167;3;81;162;1;2
CC;COLOMBIA;M;4/10/1994;Cabecera Municipal;Union libre;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;9;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;132;2;35;149;2;47;148;2;56;111;A1;6;170;3;85;142;2;2
CC;COLOMBIA;F;6/09/1997;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;11;Educaci贸n profesional incompleta;Educacion profesional completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;218;4;100;171;3;72;161;3;69;153;A2;48;151;3;59;171;4;2
CC;COLOMBIA;M;15/12/1991;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;12 o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;212;4;99;201;4;95;189;3;91;192;B1;87;121;2;23;183;2;2
CC;COLOMBIA;F;24/06/1993;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;138;2;42;113;1;12;77;1;2;118;A1;9;150;3;56;119;2;2
CC;COLOMBIA;F;15/04/1999;Area Rural;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;9;Educacion profesional completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;Estrato 1;Si;Si;No aplica;Es vendedor o trabaja en atencion al publico;0;UNIVERSIDAD DE NARI袿-PASTO;ZOOTECNIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;146;2;51;180;3;81;145;2;53;114;A1;7;168;3;84;151;3;2
CC;COLOMBIA;F;10/01/2000;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;9;Primaria completa;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;199;3;95;186;3;86;156;2;64;132;A2;22;172;3;88;169;2;2
CC;COLOMBIA;M;3/11/1998;Cabecera Municipal;Soltero;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;207;4;98;117;1;15;179;3;84;174;B1;72;146;2;52;165;2;2
CC;COLOMBIA;F;1/03/1999;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;10;Secundaria (Bachillerato) completa;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 2;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;183;3;87;184;3;85;165;3;72;145;A2;38;130;2;41;161;2;2
CC;COLOMBIA;F;2/05/1989;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Educacion profesional completa;Primaria completa;Otra actividad u ocupaci贸n;Peque駉 empresario;Estrato 2;Si;Si;No aplica;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;160;3;66;164;3;64;164;3;71;117;A1;8;177;3;92;156;2;2
CC;COLOMBIA;M;8/12/1994;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;8;Secundaria (Bachillerato) incompleta;No sabe;Empleado obrero u operario;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);No aplica;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;179;3;84;201;4;95;175;3;81;184;B1;81;138;2;47;175;2;2
CC;COLOMBIA;M;28/01/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;11;Postgrado;Educaci贸n profesional completa;Empleado de nivel t茅cnico o profesional;Empleado con cargo como director o gerente general;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA ELECTRONICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;196;3;94;156;2;55;127;2;33;197;B2;89;0;;1;135;4;2
CC;COLOMBIA;F;21/02/2000;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;9;Educacion profesional completa;Educacion profesional completa;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;177;3;83;202;4;96;202;4;97;193;B1;87;188;4;97;192;4;2
CC;COLOMBIA;F;19/08/1997;Area Rural;Soltero;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;12 o mas;Educacion profesional completa;Primaria incompleta;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;152;2;58;149;2;47;159;3;67;167;B1;65;127;2;35;151;1;2
CC;COLOMBIA;F;15/11/1998;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Educacion profesional completa;Empleado obrero u operario;Hogar;Estrato 2;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;145;2;50;179;3;80;173;3;80;138;A2;29;155;3;64;158;3;2
